message_id,customer_id,sent_at,clicked,converted,client_id,gender,customer_country,age,created_at,client_name,product_type,client_country,channel,message_number,total_message_days
b2962032d674eb07321e3ba79dbafdf3,00960dfe2b01bce6443c517dbb8be00e,2021-09-29 11:06:54.534000+00:00,0,0,8f14e45fceea167a5a36dedd4bea2543,F,CA,69.0,2021-06-25 17:53:13.534000+00:00,Eagle Energy,Energy,CA,SMS,14.0,90.9
bd432bba5dc389497a74fb1f0a171051,009a569435e4c2e635a43aee84c12548,2021-06-15 10:19:06.166000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,M,CA,29.0,2021-05-12 18:31:03.166000+00:00,SwanPay,BNPL,UK,Email,5.0,28.0
1f2a1703ac7edda91483fe82c7783c4b,00a8eff4cce2dd50840a75b55a677098,2021-09-30 09:38:50.548000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,F,NZ,66.0,2021-08-26 10:23:16.548000+00:00,Badgerbank,CreditCard,UK,Email,5.0,29.7
9695bb6d16444124f748b6f7f5c9a5a7,00aabfd97c0748b482cb626657235a63,2021-09-28 09:20:14.820000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,F,UK,53.0,2021-08-01 07:56:02.820000+00:00,Badgerbank,CreditCard,UK,Email,9.0,56.9
1b3348a5634f55d89e56e6f63ebdf4cb,00ad502560d4b3117452a3857ac9d60f,2021-09-28 16:55:43.369000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,F,NZ,48.0,2021-08-14 15:22:01.369000+00:00,Badgerbank,CreditCard,UK,SMS,7.0,40.0
7040119a9a8370cce138c8c5c3064a95,00ad8ad04eae74e75ab96cfa0e9a0926,2021-09-30 12:51:18.746000+00:00,0,0,c4ca4238a0b923820dcc509a6f75849b,F,,63.0,2021-06-29 12:03:44.746000+00:00,Fox Energy,Energy,UK,SMS,13.0,85.1
b063cad040ee8c231937813fb1827bac,00be35a6494ec8486562ff5b5dc279ec,2021-09-24 10:26:50.808000+00:00,1,1,8f14e45fceea167a5a36dedd4bea2543,M,,60.0,2021-09-04 20:36:16.808000+00:00,Eagle Energy,Energy,CA,Email,3.0,17.9
cd15f1b79e78e72f255998ba9fdcc130,00beff1bdf7f208566ec8d54a846efcb,2021-10-01 13:12:20+00:00,0,0,c4ca4238a0b923820dcc509a6f75849b,,UK,44.0,2021-05-25 19:53:32+00:00,Fox Energy,Energy,UK,Email,18.0,119.9
b7bdb14da0d77419e8f034674b235dc1,00cc3139f22f5091c56d987ce402e419,2021-06-10 16:13:28.374000+00:00,1,1,eccbc87e4b5ce2fe28308fd9f2a7baf3,M,NZ,51.0,2021-06-05 05:04:25.374000+00:00,KiwiPay,BNPL,NZ,Email,1.0,0.0
6abfdcc230ed14aeb00b5943edba6592,00ce10633cabddb0a620b8f4de673f3a,2021-09-29 10:29:46.629000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,M,UK,46.0,2021-09-07 10:14:09.629000+00:00,Badgerbank,CreditCard,UK,Email,3.0,14.0
24c2e004c71777fc8d216931b5f05dd0,00d8caeeda1ad4e4af83bfada0632181,2021-04-16 11:10:27.671000+00:00,1,1,8f14e45fceea167a5a36dedd4bea2543,M,CA,67.0,2021-02-22 08:52:45.671000+00:00,Eagle Energy,Energy,CA,Email,7.0,41.8
3bcd8ae03e28ae4fa23330e3e4b68a86,00da0953b0385c783d750e0fe3e69916,2021-10-01 14:52:49.022000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,F,CA,30.0,2021-06-28 06:18:34.022000+00:00,SwanPay,BNPL,UK,Email,13.0,84.2
a4e5daea6135c68cffe7e700d185d199,00de779f5528681c6a8be8f88a1dd564,2021-08-24 11:12:28.676000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,M,CA,21.0,2021-07-22 11:56:36.676000+00:00,SwanPay,BNPL,UK,Email,5.0,26.1
a1eb6d3c3ed03388735f3cec70727acb,00dfd2711965d818b38002ab4f893130,2021-07-29 09:52:22.766000+00:00,1,1,1679091c5a880faf6fb5e6087eb1b2dc,F,CA,31.0,2021-06-02 21:57:34.766000+00:00,Moose Money,BNPL,CA,Email,8.0,47.9
31115b6641aab9934cd516cfecd39229,00e225447bd5ff18518120bad8d43698,2021-09-29 09:51:32.936000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,F,CA,,2021-07-18 14:14:53.936000+00:00,Badgerbank,CreditCard,UK,Email,11.0,68.0
e9cf5edf894ac596a3e43acc0c1ddbc3,00e39651235ee92aa0918211b4b686b4,2021-09-28 11:10:08.543000+00:00,0,0,eccbc87e4b5ce2fe28308fd9f2a7baf3,M,,29.0,2021-09-24 07:13:18.543000+00:00,KiwiPay,BNPL,NZ,SMS,1.0,0.0
10bca5127b31ef962c8caf0951b48603,00e7f55f8421fbd05c9cda3395d874d5,2021-10-01 12:29:27.838000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,,,48.0,2021-09-01 05:52:10.838000+00:00,Badgerbank,CreditCard,UK,SMS,4.0,22.1
a4fe234b0df6f8c0444bc4d2404453d8,00e832a8de2366376d84462066c8b72b,2021-08-02 14:01:29.940000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,,UK,35.0,2021-03-28 00:38:09.940000+00:00,SwanPay,BNPL,UK,SMS,19.0,124.2
f67a5f594390a61db10f0ea6f6d6d59e,00eab8b0ccf014215c81b8d46e391803,2021-06-15 11:43:57.678000+00:00,1,1,a87ff679a2f3e71d9181a67b7542122c,M,NZ,66.0,2021-01-12 18:30:35.678000+00:00,Skink Solar,Energy,NZ,SMS,22.0,146.0
472e456e8a3a3f95807495d18e0bfa24,00ff924b49d35950824e362352a3fa11,2021-09-28 09:47:47.307000+00:00,0,0,e4da3b7fbbce2345d7772b0674a318d5,F,CA,60.0,2021-01-19 05:24:17.307000+00:00,Beaver Bank,CreditCard,CA,SMS,36.0,244.0
25c060d26c1df0048880b0401b8bfca3,01053817f03653cac548e427ebfbb9bc,2021-09-30 12:26:50.432000+00:00,0,0,c4ca4238a0b923820dcc509a6f75849b,M,,54.0,2021-04-17 22:29:51.432000+00:00,Fox Energy,Energy,UK,Email,24.0,161.9
f1561aecaa7fdb44090c6c1970b5ae2b,01087408b2710bb2c9231fb502675cf0,2021-04-29 14:52:14.777000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,,UK,,2021-02-10 04:24:06.777000+00:00,SwanPay,BNPL,UK,Email,11.0,71.2
36cb6d2c08a64be05297ccd9eb1b6520,010b688815138d9169e470ff881b18ea,2021-08-23 13:33:33.401000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,,,,2021-04-28 19:33:04.401000+00:00,SwanPay,BNPL,UK,SMS,17.0,107.8
9fec7ad6b55c1e10b4b66a764cb40cc0,011f396c42be6674069dcdc81ef71da9,2021-09-28 09:53:32.284000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,F,NZ,,2021-09-25 10:07:09.284000+00:00,SwanPay,BNPL,UK,SMS,1.0,0.0
2ce4e986df3bad70a9ddf58094d18624,012134f43155ab5307b8d5b2f85b15ce,2021-09-28 09:08:53.568000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,F,,30.0,2021-05-15 03:34:19.568000+00:00,SwanPay,BNPL,UK,SMS,19.0,130.0
d4c460e87eee5076bb5eb40f54ffee1c,0127245e3eb974fd8a065fcb8b04847a,2021-08-09 18:26:14.112000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,,UK,28.0,2021-06-29 12:23:12.112000+00:00,SwanPay,BNPL,UK,Email,6.0,31.4
7330ca8da8cb9cd77421089f4ba8c8e3,012b8dfb23f69a7b6f9c3bb63e46e5ac,2021-09-28 11:34:34.202000+00:00,0,0,e4da3b7fbbce2345d7772b0674a318d5,,CA,61.0,2021-07-17 03:39:05.202000+00:00,Beaver Bank,CreditCard,CA,Email,11.0,68.1
1f41c056464f3ad3910eb3db4861cc76,013a243c512f9d4daa6e7835b4ee8b48,2021-05-24 17:31:33.064000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,F,UK,25.0,2021-03-11 04:43:04.064000+00:00,SwanPay,BNPL,UK,Email,11.0,67.9
2d87e991de5ce7a477e72b263c526ee0,014563fe7499804e1f7a726e65020580,2021-09-28 09:00:27.360000+00:00,0,0,eccbc87e4b5ce2fe28308fd9f2a7baf3,,NZ,29.0,2021-03-15 23:29:14.360000+00:00,KiwiPay,BNPL,NZ,Email,28.0,188.9
29bcc1300b985013f8f9c9b9d10cfa23,0147c9376a37326abcb69b421bf5dccd,2021-06-09 13:47:58.904000+00:00,1,1,eccbc87e4b5ce2fe28308fd9f2a7baf3,,UK,27.0,2021-04-14 08:23:40.904000+00:00,KiwiPay,BNPL,NZ,SMS,8.0,50.2
ce85ef5683798cd8e80f17614ac28504,014e8de85849244e03b3243d12d9c14f,2021-09-27 16:25:59.199000+00:00,0,0,eccbc87e4b5ce2fe28308fd9f2a7baf3,M,,20.0,2021-07-09 01:01:18.199000+00:00,KiwiPay,BNPL,NZ,Email,12.0,75.0
064eecfdd96a7291baa18dc214fe70cd,014eb8f6033ed87b875e874c1a541b67,2021-10-01 18:30:33.727000+00:00,0,0,c4ca4238a0b923820dcc509a6f75849b,M,UK,43.0,2021-05-20 23:38:25.727000+00:00,Fox Energy,Energy,UK,Email,19.0,128.4
db06568a92dfe121261bc468be95a584,0151c2267bd11a38276c44765c670648,2021-07-08 11:14:07.868000+00:00,1,1,1679091c5a880faf6fb5e6087eb1b2dc,F,CA,,2021-06-03 19:52:04.868000+00:00,Moose Money,BNPL,CA,Email,5.0,28.1
e0118eb7187861f72a75125155756038,0154c444ad2ec40e5b5db565bc7b5c44,2021-06-22 16:07:35.579000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,F,UK,,2021-03-16 20:44:24.579000+00:00,SwanPay,BNPL,UK,SMS,14.0,92.0
87239d36b2cee6497390d1a7b4fcdd4d,015cecb94b60164cbf0d4745fa1e9c7f,2021-10-01 08:44:16.743000+00:00,0,0,c4ca4238a0b923820dcc509a6f75849b,F,,,2021-05-07 21:12:22.743000+00:00,Fox Energy,Energy,UK,Email,21.0,141.9
ec9305e6275c83c99f73f2da0f559fd2,0164287924154e43c829a5cc36da587e,2021-04-28 11:50:49.173000+00:00,1,1,1679091c5a880faf6fb5e6087eb1b2dc,F,CA,40.0,2021-02-27 13:36:03.173000+00:00,Moose Money,BNPL,CA,Email,9.0,55.1
5fbeece8d334ada8150b17b5cc48f54d,016459824ac2d76716b1170c948f8c63,2021-09-23 15:28:05.635000+00:00,1,1,e4da3b7fbbce2345d7772b0674a318d5,,CA,45.0,2021-06-01 15:21:20.635000+00:00,Beaver Bank,CreditCard,CA,SMS,16.0,107.3
cf63d7a733b754aad01a5c0a86aeae56,01645f7e11d8b62f60de5ae30c39ee4b,2021-10-01 10:15:08.828000+00:00,0,0,c4ca4238a0b923820dcc509a6f75849b,F,UK,,2021-02-05 14:28:03.828000+00:00,Fox Energy,Energy,UK,Email,34.0,230.9
1d8347a26663782d8e209989f89eabd5,016796b7fd88db39065f0a8a777b334f,2021-09-30 10:39:50.820000+00:00,0,0,eccbc87e4b5ce2fe28308fd9f2a7baf3,,NZ,25.0,2021-07-14 16:41:02.820000+00:00,KiwiPay,BNPL,NZ,SMS,11.0,71.0
5b4a20c7196872c415d03def4e0fbf18,01746d9e666e9bb28ad7d4612711f310,2021-09-27 09:12:00.751000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,,NZ,33.0,2021-05-19 03:07:16.751000+00:00,SwanPay,BNPL,UK,SMS,18.0,122.0
ea348d4e46b71ad4ce0359308c9c0d2b,017b3de020ba7b57369fe009aeb537d1,2021-04-07 14:46:15.432000+00:00,1,1,eccbc87e4b5ce2fe28308fd9f2a7baf3,M,NZ,23.0,2021-02-20 04:43:02.432000+00:00,KiwiPay,BNPL,NZ,SMS,7.0,44.0
3eddbcde9ce2337548d2f36e82a00eb9,0180a025d7374fd4af20f1937b0d0048,2021-09-28 09:36:40.303000+00:00,0,0,e4da3b7fbbce2345d7772b0674a318d5,F,CA,53.0,2021-02-28 18:34:32.303000+00:00,Beaver Bank,CreditCard,CA,SMS,30.0,208.0
936995a3a1f78d12423ea0c5beb200f6,0187d87d96d1e9b1845bd1a1e97590c1,2021-09-29 10:05:51.158000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,M,UK,,2021-08-10 15:26:01.158000+00:00,Badgerbank,CreditCard,UK,Email,7.0,40.0
d7a954b1ff6736760a8df0c21b23fb93,01a6218f3240b59830c012f73af68ad0,2021-09-23 08:20:52.953000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,F,UK,20.0,2021-07-18 13:59:16.953000+00:00,SwanPay,BNPL,UK,Email,10.0,61.9
1191c961804a89a729d772fc05c0242c,01aa378cc8501d2289b04786cca44bad,2021-09-27 11:37:00.238000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,F,NZ,19.0,2021-07-01 15:26:33.238000+00:00,SwanPay,BNPL,UK,SMS,13.0,83.1
f4609afe39adfd0ffb70ddebe371d1fd,01af3643beff0b5a6c621a90ca1f8ccd,2021-09-27 19:19:54.622000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,F,UK,25.0,2021-09-06 15:37:45.622000+00:00,SwanPay,BNPL,UK,Email,3.0,12.4
1faf1bb91132ae372b27637d04446b17,01b032bb9839e0c446aa372ba8d151c4,2021-04-12 16:44:55.922000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,F,UK,,2021-02-10 16:57:14.922000+00:00,SwanPay,BNPL,UK,SMS,9.0,51.9
e9b5f04f43216e83a7bd6ed5a5254568,01b8bca68f6877f35c2fee55be6d3a05,2021-09-30 09:00:49.392000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,,UK,29.0,2021-07-13 05:39:54.392000+00:00,SwanPay,BNPL,UK,Email,11.0,71.0
4d6ca981dab221435fecdc58aa2b8c93,01bf7b1bb04eba1f41a0ef192726daf7,2021-09-30 11:04:23.126000+00:00,0,0,a87ff679a2f3e71d9181a67b7542122c,M,,53.0,2021-09-21 08:50:50.126000+00:00,Skink Solar,Energy,NZ,Email,1.0,0.0
dbac948c79f325c4138512bf7083eb80,01c29e2e71806833933cbc899a68fd73,2021-08-13 13:21:52.011000+00:00,1,1,eccbc87e4b5ce2fe28308fd9f2a7baf3,M,NZ,21.0,2021-03-30 07:22:08.011000+00:00,KiwiPay,BNPL,NZ,SMS,18.0,126.1
423afdbe4e58e536c784260a3eaf76f5,01c4a3eae485f9a13b5ac9f4bb3abda3,2021-09-28 09:02:42.575000+00:00,0,0,1679091c5a880faf6fb5e6087eb1b2dc,F,CA,25.0,2021-06-19 16:56:56.575000+00:00,Moose Money,BNPL,CA,Email,15.0,97.0
8a233d7f0c1cb5bc3c238dc4f8c843bd,01c53c1fca2c85bc12e24ea85c687ad6,2021-06-08 12:54:08.658000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,,UK,24.0,2021-03-26 22:25:33.658000+00:00,SwanPay,BNPL,UK,Email,11.0,67.7
aa0abc1f4f2f0fbd4811f3f2e4babe5f,01c65cd212cf8e7366923160a1410aa2,2021-10-01 11:41:04.188000+00:00,0,0,8f14e45fceea167a5a36dedd4bea2543,F,CA,50.0,2021-01-03 06:13:06.188000+00:00,Eagle Energy,Energy,CA,Email,38.0,266.1
c7522e7f93e79c1c0c4ae7f378448d83,01c82b4527e641d0cfefeb84b84e7498,2021-06-24 11:04:52.071000+00:00,1,1,c4ca4238a0b923820dcc509a6f75849b,M,CA,61.0,2021-05-31 17:23:30.071000+00:00,Fox Energy,Energy,UK,Email,3.0,15.9
452f56a1f01a81be0cbe9a333dcf95a7,01d529f45b248b5781f41e47ba2a4db5,2021-10-01 10:07:27.461000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,F,,,2021-07-03 16:30:38.461000+00:00,SwanPay,BNPL,UK,Email,13.0,86.9
0a1663b25df5cbace12b82cb43c9f600,01d9d5675dac0e66ffb2ea6e835a3205,2021-10-01 19:57:24.141000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,M,UK,,2021-08-24 17:38:18.141000+00:00,Badgerbank,CreditCard,UK,Email,5.0,31.4
5a3bb4fc91c0026d5e71095a49ac18de,01df8014be622722a737d93fc93d6f7e,2021-10-01 10:08:53.994000+00:00,0,0,1679091c5a880faf6fb5e6087eb1b2dc,F,CA,29.0,2021-07-16 18:21:25.994000+00:00,Moose Money,BNPL,CA,Email,11.0,72.0
6d3be73a2a1e80fced5cd8b1accc5672,01dfe199ba01660b3e468537aab2d8dc,2021-10-01 13:00:33.471000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,F,UK,55.0,2021-02-10 19:04:13.471000+00:00,Badgerbank,CreditCard,UK,Email,32.0,225.9
ad73de3eb427dbe3ac734b626c00872a,01e089122e277cf590730dac760afc88,2021-09-20 10:36:05.586000+00:00,1,1,e4da3b7fbbce2345d7772b0674a318d5,M,CA,,2021-05-29 16:39:09.586000+00:00,Beaver Bank,CreditCard,CA,Email,17.0,109.0
a5571b0a5f2ee12ec68d0c964c22cbce,01e1c264674ee1d2e1003481c6c843b0,2021-09-28 11:03:59.745000+00:00,0,0,a87ff679a2f3e71d9181a67b7542122c,F,NZ,36.0,2021-09-07 16:02:38.745000+00:00,Skink Solar,Energy,NZ,Email,3.0,12.1
419135c5f6d18e139a4ae02be4e15df1,01ecc335765efb74dd4184fdfbdad106,2021-09-28 16:54:12.889000+00:00,0,0,c4ca4238a0b923820dcc509a6f75849b,M,UK,51.0,2021-03-05 15:14:49.889000+00:00,Fox Energy,Energy,UK,Email,28.0,202.0
fd4ed1713ed52bf9250c6cf71180d449,01ed4e1086e22a77b5f805f1ce44312e,2021-06-29 11:34:08.252000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,F,CA,35.0,2021-06-11 01:37:07.252000+00:00,SwanPay,BNPL,UK,SMS,3.0,12.8
1bdb8d7d7a61920bfd3addae425ae9a5,01ef61ba9904c1efa4390de902ff5378,2021-08-10 12:34:08.935000+00:00,1,1,c81e728d9d4c2f636f067f89cc14862c,M,CA,55.0,2021-01-27 15:57:54.935000+00:00,Badgerbank,CreditCard,UK,Email,28.0,189.0
5313a0e5eb85e94434851b922b5ceb66,01f46d6ee13470aa7d198e66f5ef3178,2021-09-29 09:04:20.562000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,M,UK,51.0,2021-04-08 22:11:14.562000+00:00,Badgerbank,CreditCard,UK,Email,24.0,166.6
c4871b126d62ce7bd1bd9ef32d3d99cf,01f5c0e9ce8d69faaea8e902bf5f5fbd,2021-09-28 13:13:43.439000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,,NZ,,2021-03-11 03:14:06.439000+00:00,SwanPay,BNPL,UK,SMS,29.0,195.2
e1d05275fe2f7c760ef21fb04e91aea2,01f5e30883af509fec5809af62b57d68,2021-09-30 09:58:26.943000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,F,UK,51.0,2021-02-28 23:10:33.943000+00:00,Badgerbank,CreditCard,UK,Email,31.0,212.0
4f6eefe968378e598ae8945038ebe477,01f8f9357bc911c51b831d3e412cc330,2021-09-29 10:06:57.067000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,F,UK,69.0,2021-09-17 01:56:53.067000+00:00,Badgerbank,CreditCard,UK,Email,2.0,6.7
de8322ef3c7fdb2d691c56c2b3c99251,01fb78001897860db60696b91e138853,2021-09-28 10:34:08.423000+00:00,0,0,c81e728d9d4c2f636f067f89cc14862c,M,UK,59.0,2021-03-22 03:47:57.423000+00:00,Badgerbank,CreditCard,UK,Email,26.0,182.8
f66ca7037b31c02ccc5c951551ad67e4,020cb14f6e02921bd7bc0c1ffffd8663,2021-07-22 14:23:51.409000+00:00,1,1,eccbc87e4b5ce2fe28308fd9f2a7baf3,,NZ,26.0,2021-01-07 21:47:59.409000+00:00,KiwiPay,BNPL,NZ,Email,28.0,188.0
99aa57f6f12ada6b9869a507cba88ff0,0218eb74541ccb56eecca74ddf4299aa,2021-04-01 10:23:39.357000+00:00,1,1,8f14e45fceea167a5a36dedd4bea2543,M,CA,59.0,2021-03-08 00:19:29.357000+00:00,Eagle Energy,Energy,CA,Email,3.0,14.9
1bf2421f7ffa9c57a693394ebbc73efd,021f2aeb8c5f5389b554071b2702b94a,2021-09-29 09:32:12.004000+00:00,0,0,eccbc87e4b5ce2fe28308fd9f2a7baf3,F,NZ,,2021-09-19 20:01:09.004000+00:00,KiwiPay,BNPL,NZ,Email,2.0,7.0
040f0bd59973054a195cedf689f30f32,021f729f5d147d51abb1a56e34527e82,2021-10-01 16:29:34.115000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,F,,,2021-06-25 21:00:09.115000+00:00,SwanPay,BNPL,UK,Email,14.0,93.2
05ee9dead3bbb857488834bfccd3da50,022498e834255e9974df18ecbbad9ab2,2021-09-29 15:39:04.034000+00:00,0,0,e4da3b7fbbce2345d7772b0674a318d5,M,,,2021-04-29 08:57:13.034000+00:00,Beaver Bank,CreditCard,CA,SMS,21.0,142.2
dd5f1ebd766e4f303adc4c9046cd8772,023cdde7f7c1b00ff9b8568f5e70c7d3,2021-09-28 08:10:51.702000+00:00,0,0,cfcd208495d565ef66e7dff9f98764da,,,22.0,2021-06-10 20:18:02.702000+00:00,SwanPay,BNPL,UK,Email,16.0,103.7
d20f9b373469581f8598e307a6a6cee2,023e18c4899ed18831cc76c8f68187d3,2021-08-12 11:11:43.262000+00:00,1,1,1679091c5a880faf6fb5e6087eb1b2dc,M,CA,31.0,2021-07-22 17:04:10.262000+00:00,Moose Money,BNPL,CA,Email,3.0,13.9
96ab392cec97de70dbac5f70535421a5,0244094d25b4215e2a0ab48ed6c7f7a6,2021-08-19 17:01:41.675000+00:00,1,1,cfcd208495d565ef66e7dff9f98764da,M,UK,36.0,2021-05-20 01:11:49.675000+00:00,SwanPay,BNPL,UK,SMS,13.0,87.2
